,State,Job,Companies,Location,Summary,Salary,Links,Post_Date,og_salary_period
542, tamil nadu,data scientist,digitwin technology pvt ltd,temporarily remote in chennai  tamil nadu,digitwin technology pvt ltd   chennai  create   develop ml ai algorithms for industrial needs  statistics   good applied statistical skills  including knowledge…,400000.0,/company/Digitwin-Technology-Pvt-Ltd/jobs/Data-Scientist-e0122d1cf4ca78f5?fccid=84d654899eec044b&vjs=3,08-25-2022,year
545, maharashtra,sr  data scientist  6  7 years   face to face interview,tech opportunity,prabhadevi  mumbai  maharashtra,perform data analysis   modeling  will be challenged with designing and creating world class analytics by leveraging machine learning and advanced methodologies…,160000.0,/company/Tech-Opportunity/jobs/Senior-Data-Scientist-21776aa33c530c7e?fccid=5b7e2611388c5e80&vjs=3,08-26-2022,year
549, maharashtra,machine learning engineer,ncircle tech pvt  ltd ,pune  maharashtra,good knowledge of python   c   with 2  years of minimum experience  strong understanding of various python libraries  apis  and toolkits ,31500.0,/company/nCircle-Tech-Pvt.-Ltd./jobs/Machine-Learning-Engineer-f9aa4215e2c996cc?fccid=daaacee388ab7348&vjs=3,08-23-2022,year
552, karnataka,machine learning engineer,flipped ai,bengaluru  karnataka,scripting and programming for audio and text data cleaning  implement automatic approaches to assist the project team in data validation ,77000.0,/company/Flipped.ai/jobs/Machine-Learning-Engineer-bbf48b3978e7ad59?fccid=1a42d45a363f9148&vjs=3,08-24-2022,year
555, west bengal,data science and business analytics  r programmer ,touchstone tie up pvt ltd   kolkata,kolkata  west bengal, write high quality  effective code for advanced data analysis  manipulation  and data modeling    collaborate with various teams to develop data processing…,500000.0,/rc/clk?cmp=Touchstone-Tie--Up-Pvt-Ltd-%E2%80%93-Kolkata&ti=Data+Science+Business+Analytic&jk=ae3db83caebe6d1d&fccid=d3c49a52e1afcb89&vjs=3,08-16-2022,year
557, karnataka,associate nlp engineer,emplay inc,bengaluru  karnataka,strong understanding of computer science fundamentals such as algorithms  data structures and run time analysis  proven experience deploying ml models on cloud ,47000.0,/company/Emplay-Inc/jobs/Associate-Nlp-Engineer-37ec60042e393fd2?fccid=ff9b5814e219cbe4&vjs=3,08-10-2022,year
562, maharashtra,data scientist,p  s international,mumbai  maharashtra,research and develop statistical learning models for data analysis  collaborate with product management and engineering departments to understand company needs…,50000.0,/company/P.-S-International/jobs/Data-Scientist-8490bc73ab6b53da?fccid=8e0910c65b0f554c&vjs=3,08-12-2022,year
565, karnataka,data scientist,connectpro management consultants,bengaluru  karnataka,from 10 to 15 year s  of experience  functional area:data science   analytics  role category:data science   machine learning ,375000.0,/rc/clk?jk=73234bbf9884527c&fccid=5e0d112332d48852&vjs=3,08-11-2022,year
568, tamil nadu,deep learning engineer,client of p  s international hr consultants,chennai  tamil nadu,experienced in hyperparameter tuning  data augmentation  data wrangling  model optimization  and model deployment  total work: 1 year  preferred  ,50000.0,/company/P.-S-International/jobs/Deep-Learning-Engineer-6e6e55beca97d013?fccid=8e0910c65b0f554c&vjs=3,08-14-2022,year
0, telangana,computer faculty   full stack web development|cloud   devops   ,veranda acacia kukatpally,hyderabad  telangana,outstanding faculty are able to teach and foster relationships with students from different cultural and economic backgrounds  total work: 1 year  preferred  ,21000.0,/company/Veranda-Acacia-Kukatpally/jobs/Computer-Faculty-d76437df4ed48513?fccid=ac15a8459a345add&vjs=3,08-28-2022,month
32, maharashtra,machine learning intern,automate engineering,narhe  pune  maharashtra,view all automate engineering jobs   narhe  pune  maharashtra jobs salary search: machine learning intern salaries in narhe  pune  maharashtra,15000.0,/company/Automate-Engineering/jobs/Machine-Learning-Intern-ea0ad5ff0c66d775?fccid=84aa9e5952a83ee2&vjs=3,08-27-2022,month
34, maharashtra,machine learning engineer,pressman advertising ltd,mumbai  maharashtra,searching and selecting appropriate data sets before performing data collection and data modeling  verifying data quality and or ensuring it via data cleaning ,39000.0,/company/Pressman-Advertising-Ltd/jobs/Machine-Learning-Engineer-78875b918204a133?fccid=7c1b4c92b88b5769&vjs=3,08-27-2022,month
37, maharashtra,data science trainer,nettech india,thane  maharashtra,position title   data science trainer  teach python programming   machine learning and ai  good knowledge in python   machine learning  data manipulation and…,42000.0,/company/Nettech-India/jobs/Data-Science-Trainer-73955fb944b8cec7?fccid=77ea07edcba439c3&vjs=3,08-27-2022,month
85, rajasthan,data science engineer,bitace technologies pvt ltd ,jaipur  rajasthan,present information using data visualization techniques  identify valuable data sources and automate collection processes  total work: 1 year  preferred  ,21000.0,/company/BitAce-Technologies-Pvt.Ltd./jobs/Data-Science-Engineer-a51eea49a95c3599?fccid=258c86c5271d4c91&vjs=3,08-26-2022,month
134, tamil nadu,deep learning model engineer,katomaran technologies private limited,coimbatore  tamil nadu,analyze the data from customers and customer sites  get insights from the data and develop and optimize neural network models according to the business needs ,25800.0,/company/KATOMARAN-TECHNOLOGY-AND-BUSINESS-SOLUTI/jobs/Deep-Learning-Model-Engineer-4291524c2d4dd4e5?fccid=10a34c5326f37d27&vjs=3,08-25-2022,month
180, tamil nadu,data science trainer,web d school,chennai  tamil nadu,minimum 4  years of experience in machine learning   data analytics  work in a stress free environment  work only five days per week ,66000.0,/company/Web-D-School/jobs/Data-Science-Trainer-88ce257ec91166bf?fccid=47479e0cc93754af&vjs=3,08-24-2022,month
182, karnataka,nlp engineer,neuranceai technologies,bengaluru  karnataka,random forest  data visualization techniques  cutting edge machine learning  data mining  and statistical techniques to analyse and utilise large scale…,480000.0,/company/NeuranceAI-Technologies/jobs/Nlp-Engineer-6770732278e1d176?fccid=42a740c3d957f1d1&vjs=3,08-24-2022,month
230,remote,data science intern,happymonk technology pvt ltd,remote,analyze data for trends and patterns  and interpret data with a clear objective in mind  devise and utilize algorithms and models to mine big data stores …,60000.0,/company/Happymonk-Technology-Pvt-Ltd/jobs/Data-Science-Intern-526584d98af0a941?fccid=6ab836ced2b551d5&vjs=3,08-24-2022,month
237, madhya pradesh,machine learning engineer,systos placements,indore  madhya pradesh,a you will be required to develop a holistic understanding of the ai ml solution you are building  including transferring some of the software engineering best…,39000.0,/company/systos-placements/jobs/Machine-Learning-Engineer-ae57e632c9f40e45?fccid=44cc154f6f957663&vjs=3,08-23-2022,month
239, kerala,ai faculty  data science ,cougar planet,calicut  kerala,after completion of this course  the students should be able to do data analytics jobs in the field  those who are experienced in this field can apply ,30738.0,/company/cougar-planet/jobs/Ai-Faculty-9c706cd961f0264b?fccid=27bd82fb6ad9f6d1&vjs=3,08-25-2022,month
242, andhra pradesh,python and machine learning trainer   developer,agmay technologies pvt ltd,temporarily remote in vijayawada  andhra pradesh,be able to train people on how to conduct data extraction  cleansing  modeling and insight generation to drive business results ,21150.0,/company/Epigraph-Enterprises/jobs/Python-Machine-Learning-Trainer-Developer-bd4623fa7f5318f1?fccid=10b1963d0a6bb8e6&vjs=3,08-25-2022,month
266, haryana,deep learning intern,agrex technologies private limited,gurgaon  haryana,work on development in python and writing clean code  work on python libraries such as opencv  pandas  numpy  etc  work on git version control ,180000.0,/company/Agrex-Technologies-Private-Limited/jobs/Deep-Learning-Intern-df002554c8644229?fccid=673da65a39066f5a&vjs=3,08-26-2022,month
369, karnataka,data scientist,electro scientific concern,remote in bengaluru  karnataka,able to understand various data structures and common methods in data transformation  7  years’ practical experience with sas  etl  data processing  database…,96000.0,/company/Electro-Scientific-Concern/jobs/Data-Scientist-ebe26ebbefe33c70?fccid=e63c794a13d2cbd3&vjs=3,08-24-2022,month
370,remote,data scientist,climate change response pty ltd,remote,a good data scientist bridges the gap between data and a company  understanding of communicating complex data in an accessible way ,240000.0,/company/Climate-Change-Response-Pty-Ltd/jobs/Data-Scientist-33f0a4ee4572e1b7?fccid=e77639e1ce76ebb1&vjs=3,08-28-2022,month
377, madhya pradesh,looking for training in machine learning and data science,smt group,indore  madhya pradesh,looking for students or freshers who want to do training in machine learning  data science  dot net  and mvc in order to get a good placement and jobs after the…,3600.0,/company/SMT-Group/jobs/Training-Machine-Learning-Data-Science-ff273cf3e955a24e?fccid=1ee95d4566fac24a&vjs=3,08-26-2022,month
379, tamil nadu,machine learning intern,santa fe research pvt ltd,remote in chennai  tamil nadu,strong mathematical background in machine learning  knowledge of python  pandas  opencv  spacy  build and train neural networks ,27000.0,/company/Santa-Fe-Research-Pvt-Ltd/jobs/Machine-Learning-Intern-ce4a7f7304055e05?fccid=8c15dd494e79d67b&vjs=3,08-19-2022,month
388, uttar pradesh,machine learning engineer,jmbdd private limited,noida  uttar pradesh,conducting regular data investigation and exploratory data analysis  developing data solutions for described use cases  revolving around image processing …,6060.0,/company/JMBDD-PRIVATE-LIMITED/jobs/Machine-Learning-Engineer-1dd2561f9d48c759?fccid=ea3016c55027e4e6&vjs=3,08-25-2022,month
391, kerala,data science engineer,sinergia media labs pvt ltd,kochi  kerala,proficient in python r and have used it for data science tasks  should be able to device an approach for solving business problems using data science ai ml ,66000.0,/company/sinergia-media-labs/jobs/Data-Science-Engineer-39340384fbbe4eec?fccid=690ccdfb73d907a5&vjs=3,08-22-2022,month
392, delhi,senior analytics engineer,hakuva technologies,remote in delhi  delhi,upskill business stakeholders in data analytics best practices to create a self service data culture  experience with a data visualization tool  ie  looker …,300000.0,/company/Hakuva-Technologies/jobs/Senior-Analytic-Engineer-2ce4f7b2e8965f81?fccid=4802617e34323fc9&vjs=3,08-18-2022,month
398, uttarakhand,python and machine learning trainer,slog solutions private limited,dehra dun  uttarakhand,having a good knowledge of ml   ds  machine learning   data science   job role is to provide python and machine learning training to engineering students ,19200.0,/company/Slog-Solutions-Private-Limited/jobs/Python-Machine-Learning-Trainer-b312a444e7a7a736?fccid=417942c51eab07da&vjs=3,08-19-2022,month
531, telangana,lead data scientist,deltacubes technology,remote in hyderabad  telangana,job types: full time  freelance  total work: 7 years  preferred  ,90000.0,/company/Deltacubes-Technology/jobs/Lead-Data-Scientist-9fb65e55dc254f8d?fccid=d42830a456b570b9&vjs=3,08-27-2022,month
532, kerala,machine learning engineer,technomaster in,kochi  kerala,searching and selecting appropriate data sets before performing data collection and data modeling  studying  transforming  and converting data science…,39312.0,/company/TechnoMaster.in/jobs/Machine-Learning-Engineer-9fd107be88f6cfba?fccid=bf8d22a495b485d9&vjs=3,08-20-2022,month
535, kerala,ai  deep learning engineer,alphabetsolutionz,thiruvananthapuram  kerala,understanding of data structures  data modeling  and software architecture  study and transform data science prototypes ,21000.0,/company/ALPHABETSOLUTIONZ/jobs/Ai-ba944481ff6a604a?fccid=e2c5113496019081&vjs=3,08-21-2022,month
538, uttar pradesh,ai   machine learning engineer,asuun wellness private limited,noida  uttar pradesh,understanding of machine learning techniques  data structures  algorithms and statistics  experience in python scripting is a must ,84000.0,/company/ASUUN-WELLNESS-PRIVATE-LIMITED/jobs/Ai-Machine-Learning-Engineer-2d5f4c1be8bacdae?fccid=fefa3a5fec92a4de&vjs=3,08-20-2022,month
540, madhya pradesh,data science intern,genietalk pvt ltd,indore  madhya pradesh,implementation of security and data protection  able to integrate multiple data sources and databases into single system  total work: 1 year  preferred  ,6000.0,/company/GenieTalk-Pvt-Ltd/jobs/Data-Science-Intern-109398c84a572fc1?fccid=6b7b0ff821a1393a&vjs=3,08-25-2022,month
541, kerala,trainer: artificial intelligence   machine learning,tis,ernakulam  kerala,those who have immense industrial experience and practical knowledge can apply for the post ,24000.0,/company/Global-IT-training-hub/jobs/Trainer-4ef6f8b0040478b2?fccid=0a8237c7857f98d6&vjs=3,08-14-2022,month
